alpha,beta,theta,delta,gamma,state
19.03569778286947,4.92416828709605,7.608829437253753,4.9582087879745655,1.7329341992533278,0
15.758543234639513,3.3376053718880936,12.72586287203275,3.7754726479815504,4.656804985662203,0
15.720930628388778,28.333095285546833,2.5915203401008737,4.141219426786546,7.8846303487800276,1
13.714135649674065,34.55230246113065,14.199044822105234,3.545556791238881,16.681848634829414,2
11.895739709911128,21.817929149865925,9.745040220232262,4.877894220977275,16.13642126516639,1
16.456740603809415,19.43148743905684,3.5979411274063575,0.4674339215811054,13.87003917203644,1
16.13055604760709,20.82590503169086,10.518505120011453,5.31993282092595,5.716127586606173,1
10.44194937767817,31.00108064183522,13.595643389890732,6.617428541784079,12.60516141784495,2
27.578837196547184,3.9731387683198762,11.438816781834472,2.5815841101311126,1.2705496607820126,0
12.794528132319023,17.25231763906838,9.216432124583534,0.2292935643976226,6.275421616778141,1
11.211478036635258,33.13276631665747,6.45629521617459,2.7919827787303584,7.969040930404612,1
7.248975796282305,38.15524498116426,8.937702510506126,1.8337280205285538,14.301155437007392,1
6.655402838147468,35.11613511804452,2.8106662145030192,3.871239963734949,3.409586686519212,1
17.885247465274695,23.939552867397058,5.066055853208585,6.9267735950933025,10.091999560285979,1
11.631419021025373,27.39375766687371,15.477613996087111,5.502935137366753,11.786645809804707,2
8.498466098431951,23.713650081087327,5.5456737088386285,3.1295528712539626,10.36447754895802,1
7.484734496476914,18.61820723969297,7.971447636837059,5.435031459219333,7.83408381730822,1
16.063083372469954,19.09021501261038,8.054565308908089,3.8779761597199096,7.673083878993101,1
20.383685119105618,10.098562185406905,9.745953331686943,5.411707995710673,3.967006001101056,0
9.647364359945916,38.12795328973321,13.860090892868925,0.1,15.685475107872625,2
16.67488977470013,0.1,12.395616702264823,8.788088861303999,1.6945019265573364,0
19.66231376760253,9.35532235030669,8.467854575044973,9.51894717639028,3.131911888224934,0
19.37834165309073,18.363754943320966,9.221366147402206,2.5536429257118707,12.556479936537464,1
24.898010559780428,10.38534559761349,12.528233918325117,1.9040456695112673,5.048164454958323,0
17.566553515405857,6.5490447612227864,9.798692495454185,5.4435604941206055,0.1,0
3.8026934569386954,33.86984712122421,12.159994244176255,5.013142834954327,21.869437120408975,2
9.651959746123378,36.320875096973396,12.429266610010512,7.965286139596063,23.212654820120196,2
16.305585556302034,4.290852580091438,12.680401002926821,9.627783310780046,0.7672390722097471,0
3.8828620008719135,20.103347825158654,14.408818857907677,9.821124616770954,12.962652472331246,2
6.597674523549734,35.42038955418868,16.967365275555654,4.005222701336722,17.780226686722358,2
16.80894642802777,3.936936269197383,8.510834417415115,5.445441634587125,3.2583873867803725,0
22.5813010202134,13.438211585398374,5.0445203931579705,3.5563075931128227,8.070428466132228,0
10.709464873923347,46.58812745930747,12.91895232574285,4.937756247130318,31.037336515348766,2
17.20414877139937,13.011634261051904,7.2208926246245495,0.1,0.9163419950053409,0
12.002554063704142,27.26832059945957,2.263352157197143,2.455190430124815,13.911757685287512,1
21.59113883030739,5.466264392855367,12.86402936288582,1.5249833165848816,0.11440958492649589,0
20.628082835122296,36.633879072131464,3.6722441260582754,3.7697391756827363,12.397816143445073,1
14.157209534630386,12.274331778812499,5.6293287562334555,2.275752562698464,15.34123956011421,1
2.53877249569313,48.409954153608545,11.876259334892657,3.2397748573775127,31.645333101320666,2
14.141658888955016,31.75083647455653,13.948252090467562,6.933231940496829,18.104657110298703,2
7.9730639054813555,30.80812618209895,19.501119671104913,6.3188566851128405,15.64573811233514,2
28.234274052077993,10.211385431981943,8.540519619229023,7.414068875317154,1.7281567092953782,0
12.340961807190332,37.379579113817975,12.332535496481126,12.749620663712383,14.666375342983514,2
32.57606111805324,13.288047898723185,9.41229006900665,0.6097948994865618,3.110816719204256,0
4.692813754236583,42.526141031068775,13.383144872226461,6.04589557306395,17.443128413757947,2
10.102043688684429,38.059140101749804,13.251918607866521,6.379173651134817,17.763859566594387,2
5.407670610378936,33.57758210044851,9.445142044963657,4.904023376907595,13.914139084067592,2
11.607602627521038,37.70585707235207,21.2566568839726,5.677428014711829,19.380198255461796,2
29.094046223878443,13.720262746509999,13.97790652593379,6.963000692796228,5.950888359816182,0
28.47012204395108,10.626078965460751,7.788693910533848,8.13990036128934,2.3856617191645477,0
17.239263911964724,20.197886807642142,7.935522485480094,4.28680655492319,10.94169813363532,1
18.9971542326986,17.235649108190486,5.804919837260625,4.746588249141228,7.841909642584023,0
16.331836293730095,18.343403772185695,8.565751059904825,3.7687440577078557,16.20218909082518,1
15.804829489428608,31.786554296053374,8.557780372086409,2.5824576585838384,10.481887102794225,1
18.803135035682743,15.612444609697631,7.7213809160868685,3.6261167709854942,6.907668186237583,1
20.879504492459997,23.785786392921562,5.812264733081094,0.1,2.827914394893458,1
16.860706358562975,20.50941792888264,5.128905971043806,1.4262450898584307,8.993699080412426,1
8.500586868689057,17.580742997385105,8.252170791353535,2.9901157646718843,19.486021587842416,1
33.33882082679854,4.945639850526142,8.168395214045788,10.298416864193056,0.1,0
22.178967420284067,5.163145752478859,14.898597821263454,11.109129971633951,4.291210551006358,0
10.282955050851722,30.045502597881374,2.93488435711775,1.1195748944421307,6.3956116210167,1
18.840089112684094,8.243532377550295,6.128552004108254,6.00287085026274,0.1,0
11.491617862032367,16.177563926757838,3.1256038311487284,4.660803515589727,15.375199170648926,1
19.284359512759476,20.166221979197736,6.316789828477513,0.1,7.472549773907608,1
11.095222940392357,46.922673086280916,16.43885494902542,4.238570265573293,25.208370654565748,2
29.793345327525504,8.177769524992126,9.5771093713935,8.342129414872572,2.9826987124988356,0
13.146932782164402,10.260664738080592,15.23067729356095,6.188617231907073,2.4205837379117607,0
34.36792296659069,8.617500566492975,8.011079139538621,5.207361557518727,1.0804680445578254,0
20.248249945512423,10.634427883872615,3.6847468796169416,7.451686656438748,0.2951642597979831,0
10.97899158302106,22.67289528946442,6.299206957814757,0.4541171776226087,6.781149642331833,1
4.235699304152535,31.996243179167873,7.036419621048346,4.917158896281748,17.288375990197608,2
26.732717863164385,12.40859460759289,8.402336709941897,7.931148950824866,4.766896541067487,0
10.139547211495913,35.677225737232575,1.7975873274482992,2.3033355061467704,7.319967674704531,1
16.763388426646536,8.798137875016295,12.280186952830205,4.60699109087466,0.1,0
18.80954951226277,17.85641996276559,5.2552324831872905,2.00434731297782,12.845273476081339,1
26.229596062102754,1.5299873042143424,8.178807649204881,6.350583413152247,0.46414361823380723,0
18.79048916499638,18.168916378137148,5.036117536718594,6.179899276692556,11.504619945095378,1
15.33029633897455,23.950266785591943,9.893383647039776,8.076239510073286,9.650569811957052,1
8.357574935031845,32.49656412879354,0.34997243861700844,1.7306049854656085,14.883646415615566,1
11.585804993577394,41.560867840330936,13.362207818912568,4.009017799674341,20.77591109164375,2
12.613290213013785,15.79513714504262,6.861599983266222,2.5106501146417832,5.101994231321739,1
35.23039319732557,2.2202098016562855,9.328142150388812,7.665769045002035,4.107273369787457,0
5.7042110922578075,49.351360899580165,14.45949125184819,7.684352329144719,11.217767072591904,2
16.327416655277535,26.139751987635368,1.8579080926216027,0.1,15.837123429536309,1
19.060731843614917,18.324585626020657,7.4052585522833985,4.451853645716063,13.570373921777673,1
11.409473722437848,31.47644592540458,8.91598656651421,5.464263601330261,20.845798005452238,2
2.8839759539729246,34.628574146300494,14.439330265232934,7.6168005356537005,29.219941107212705,2
7.619676115548345,44.984586975251474,17.49911002186078,5.6790013050956105,16.152414244651794,2
6.070790964370555,38.968191096068985,12.165125966540627,11.093874357090177,20.58327271005196,2
12.203749311883419,31.4331330046027,5.825859268116924,5.59917254257102,11.168691028218534,1
28.94485356947505,2.5518298810788114,5.5883599674287145,2.391538216014686,0.1,0
20.040586132617342,2.0153212371484877,11.101355633843383,4.431566956517336,0.1,0
14.540162382634842,5.720488719094074,6.782211341533657,7.740497629079057,0.7970599229373769,0
13.541127516474578,25.13517340154435,4.27828431215381,1.9212121808762845,14.679868438875229,1
4.135668629663293,44.97522219709169,8.274712550781274,5.915578266145641,19.963450065079364,2
10.95852444305096,40.08521841824891,18.682124399990915,10.514722534417174,26.907745555606866,2
10.713306833201488,31.287269481576114,4.838434519671655,0.1,5.929581790288204,1
17.644406998766044,16.131093814098605,5.400124083451874,4.830019030328998,5.192900216527482,1
29.520812416677444,8.428150029539978,13.92115051029371,0.6637679997497541,1.0216997035231423,0
20.21246825149584,20.193460391872737,4.220364106988242,3.819587810402453,4.971937714683823,0
4.025044510537545,28.78097847928324,12.244284833828416,8.061967391834296,23.594743167521212,2
27.852906926228698,7.230263965886658,9.130240429546859,10.35053037900919,9.856837424560716,0
14.831672544413276,29.060518174467823,1.274736171697001,3.096776802374383,8.35691773003798,1
14.96436670100605,38.682924685142524,3.7767487745710584,1.5100722104554771,7.645210933522469,1
7.597367465419415,18.627168412215923,1.1097135223853904,3.6715799405573204,14.388157037939086,1
25.678433056893446,13.718297010141196,11.193150729189277,0.1,6.5031971951897,0
9.272388300286261,26.41829947870849,5.332917082962218,4.144756303329878,10.700436679551984,1
9.265658671842667,15.310570027790655,5.849602915225934,6.081437919651436,14.591800118044807,1
1.8858893382549848,43.210185194259616,15.814806101263153,7.5252518397053185,14.828388936142256,2
6.930146303270811,38.352314107809015,11.72501178454192,6.073099987634806,16.172264254666224,2
32.326792185034485,0.1,8.93407937751587,1.5259776450941516,3.9425802435015918,0
0.42993713313591586,24.50624662954195,18.021941540425615,5.384301035972295,16.710689656162288,2
8.301621276672455,30.017951222879184,10.691697351718265,6.275508819585268,34.07509819850109,2
25.210855095818868,4.898204270959347,11.039924007218698,6.780772739467967,2.534689239026817,0
18.938846649758833,19.13089881594606,11.730480558102524,5.649486571574583,10.690271956297096,0
7.223646326319285,18.65716838068128,2.9829095576137816,2.331203462137215,4.116291084596555,1
23.32599032471621,9.806556191868195,4.783181389977832,0.7773478253833295,0.1,0
8.116945775911256,41.08250076753419,15.236551475946825,4.288049331983504,19.82568678922357,2
17.319596169554668,13.678605689269425,7.944283703471018,1.3740006849111366,3.752411561368805,1
6.912519908235502,23.641093984615992,11.35746464370845,8.044259046002892,20.42001001834943,2
21.798716425528713,7.928380786573647,10.472466380252403,3.27632626119916,2.6494983944328427,0
15.479428836483724,34.691479307696525,6.098859038740606,4.445142008214816,10.702404435830818,1
5.470342543348589,27.009417555412075,4.58093031099333,0.2687554339700189,14.86357540521332,1
16.1724084845226,12.498255409628342,10.770860384609106,1.9856590549431603,3.0160575799001217,1
12.3245527725641,25.564937719670105,7.246450499100131,5.441748123686052,6.951849328401197,1
19.489778346909915,30.921702932864207,6.927854834302212,3.9989958059832476,12.89914763072598,1
15.626553736485167,36.089620896738225,7.962353915845118,3.036448139366872,10.671599076852399,1
20.999041627337967,10.165528095456327,5.5325088542231535,4.980487614446167,0.1,0
24.266271179310394,1.8918546303836257,6.4891239124076145,6.814400142156889,3.6700743678946033,0
20.276886288865487,12.52565726795616,9.010934663317714,1.45731652908766,2.7363872683116384,0
23.75001798130169,13.803499039281217,7.952553275121333,0.1,0.7414827327711024,0
16.084002955331666,18.05474446155967,10.109085662209212,1.9623612612757635,5.5037472191397745,1
22.79045379496569,9.888579860591157,9.067278788075669,4.682019937067567,0.1,0
29.976839582840896,5.942051277078817,12.935802164661006,5.353617872538393,2.0937758182219954,0
13.899362846979656,54.34423636595305,12.140880550982605,7.066898869559108,14.346545495191021,2
13.547648344751025,33.75307318519846,8.727712089911089,2.057611917373105,13.991990633505958,1
11.064696317837825,24.496959269520822,10.407720307049246,0.25717039246005235,11.072225346685903,1
28.528329149458184,4.793602096573011,8.519647996114866,6.693442658619507,6.32052432660182,0
11.482393204305534,41.10751385003042,13.77274511962838,9.254816110250246,30.53603083354832,2
28.041869363741963,0.1,10.792937689666973,9.224424261245842,0.6702682906354953,0
9.912712821367958,46.50634563579274,8.19389092472468,9.159767668465141,14.469344019605208,2
15.00311999882377,16.767583752070905,6.198890236791062,3.0341747031249913,3.2936800508371524,1
23.528260673224903,8.387862409449564,8.4954064881583,2.5205592347729873,4.078110216292432,0
28.197103488708194,13.693194473926255,8.482451003699154,7.7791797323600544,7.74861504947545,0
0.7173038797440761,34.89423488294457,19.214944469129584,10.665614869505001,23.465258988039444,2
5.253360225734206,28.544153053987763,13.147034531192476,7.217513861288578,25.88239260770764,2
6.259134587913872,38.34797253167797,9.207219121535115,8.773867120198911,20.56504510555133,2
3.2561662553385853,49.10961770641347,11.229217125022195,8.597366475662692,14.645035070099974,2
10.007118316860598,36.58343821230221,6.096641758498166,7.8580561543619885,8.853035331118948,2
13.662984424357468,32.79758259459568,2.696060128464607,3.6518126484334448,9.574432584184436,1
14.54294807225125,32.149391610597945,4.971429630638389,5.583457444437323,5.2219572026845205,1
33.47832385038463,8.269369770674581,10.338380236286987,9.631819385264444,0.1,0
5.6150585082281905,31.76112637783366,16.847755865866503,4.888834277867672,13.427832519688215,2
26.118303446910385,8.811844341344294,6.654305592586625,3.567818696014408,3.3705421971079135,0
26.496446627776972,8.530852809769758,7.120979409821418,4.9547621084219715,2.6197417684478714,0
11.995766313226914,19.729035026955994,6.742933602632919,2.1934758075235865,9.10815369786318,1
12.036060991234471,37.13891433401002,13.823832995138467,7.245132679252188,20.99477660429289,2
5.21720074548829,47.05078923160994,12.686542538655097,11.30593491952951,17.290973814925234,2
20.474880512423496,6.022700876554233,10.736468474840429,2.6239027885249144,1.5275891200672183,0
16.057087718197483,20.531919847858305,8.78662074525803,2.250470263610942,4.163266931252144,1
17.46100680247513,7.82108328452688,10.653824821407765,4.297502474313383,7.010806349233354,0
3.8964989961364958,34.17681309373289,16.48662569986574,0.1,14.39502361435796,2
6.363769353251644,31.332669093143053,8.454471496019412,3.7271114223155712,15.834483158847661,1
21.997253758036006,0.4239019467381757,10.712334790442851,4.869092618951448,2.6672315779074056,0
28.386969479059783,5.953827349692766,10.984952927955813,5.871542297522216,3.975240847271395,0
18.96429472646765,16.929450757884645,6.753581068689314,5.841920239639083,3.6693020552237074,0
18.05902318413366,12.048945897621772,6.981482872949369,1.9240821651019144,2.9249814963805134,0
24.968981313213455,5.463337211021153,14.024931388384278,4.75398191311865,7.412047151186423,0
13.802686655003658,27.450645191271924,3.0864814746453177,3.31667460722612,11.410849355161414,1
29.629285124611936,3.5163771036577556,7.984639613324688,5.396498918118318,0.1,0
6.651258457159152,39.515160966118835,12.108140770600738,4.764728426919358,25.76554003637038,2
15.092702102094423,24.267900362676478,5.463364531354481,3.0564786393239203,8.774353948187159,1
29.473987907944828,10.239032290668867,10.059483897252836,1.5167670403202762,3.972828608431312,0
24.137719417709576,14.097135637603678,2.979381897706763,5.805818046907669,3.25303598103151,0
20.578031817926842,10.060999380649166,7.48453764017192,4.224495552909385,0.1,0
13.669521512890885,20.244831476367324,11.668339260665558,6.533720685284943,14.73741627728681,1
13.838901329692616,22.426051302268416,5.538651623852767,6.359955208280832,14.183092166218199,1
6.038006480091228,28.518809169061715,13.527069342433881,2.6845990973488782,12.287549618755865,2
11.802355578680483,23.436285809891697,12.349706091866551,4.5050842782266685,21.75810546780263,2
19.01622867956241,26.489742514749015,3.2894718673031496,4.15129191532039,7.090094421428524,1
19.18948347238703,3.1413897221078106,13.477089766635615,4.8334256875355806,3.061059710804944,0
17.049153351822085,28.480996196393704,2.7777989780259698,3.412039056949437,9.916820661306732,1
17.7561107105063,30.168317394081896,9.063297356554152,3.767589887266391,10.82762337649143,1
16.97406479935816,8.042630714667323,16.46806215664609,4.5195281895963735,0.9047309220092631,0
11.463722521723316,42.84011534896682,11.099881090054707,5.373785139274489,14.71704205358972,2
10.316184615238395,31.08939336320042,7.765279908354557,3.78952279570593,8.753625564263796,1
15.065699117899676,35.532994656732754,1.3465525896159862,3.470443471402673,9.75136898944295,1
5.4689172546572316,33.109559248142105,8.484448949395777,5.0266596751661545,10.675073517754011,2
11.003510904851602,20.578210696122746,8.028554749620623,6.739995841861202,11.852581456161559,1
22.026656437643705,7.663485410898367,14.061242746622632,8.028908507004116,0.1,0
9.393621784660972,30.13177481400323,14.793923113071758,4.011258755147214,15.239736127809175,2
17.131139919294473,20.63382902563627,4.056575485034804,3.201524335962758,7.606927109931066,1
31.40769189646903,13.16455748495796,13.416497051755575,4.014405401487128,4.759040013719854,0
3.5577047770094343,37.39983450129602,10.561441129819434,7.144160551428747,17.55340437532643,2
9.475299971898403,36.40653066552077,13.470386812247748,8.542665116298924,28.65770542401413,2
12.683387372477448,25.492478587372062,11.338963159071804,6.495785292249718,18.257073041078932,2
17.66357838862782,24.886985886724617,4.557693830748016,2.9248253526685253,10.440448446959346,1
7.668413424163434,42.67810050944682,11.780585916076143,4.329506512516149,16.976746805144593,2
4.2156079191567,42.926395225598355,16.771232921770775,5.836031658498024,27.95761814543571,2
29.255296972957435,12.294912975272123,9.29728822107716,4.30145118291775,0.9446535395993267,0
20.283554673690514,3.450094472043285,10.868931102708325,5.961367226063748,5.180015428672166,0
1.7152087036502952,40.27924111091491,5.349609861175564,1.9176414832055948,22.68326641730299,2
13.348036022188904,22.74455886827552,2.002522951378431,0.1,20.060195494827617,1
6.113917904427055,37.25018870126966,16.980174562154446,3.446342293445661,15.084933833331387,2
7.943265156313005,34.330582034058104,15.54737322406094,8.033759541066466,27.330831627739343,2
3.3215097752001004,43.541179147188046,16.205416955758302,5.062885202843353,29.840256951035972,2
30.84626520633365,13.84566111123153,8.915675789345253,1.779024925741129,3.1532738618800806,0
4.494637595718684,49.5571679408925,13.185787610454948,7.421049527082655,14.585963470014708,2
12.155440245925194,29.214465781139076,4.046007965868287,6.319921546196293,12.053190271683356,1
0.8517433500403548,46.60138597463553,11.965626588323772,9.073226244817764,13.295178133370763,2
7.721404299796283,45.813761625563814,17.5338065826334,8.148658377427644,13.858918139119963,2
1.2605390949364028,43.86581137808213,15.965826107612004,1.861240067838744,28.659597115672554,2
11.246933020934145,53.31477070315202,15.107988045449293,6.077210229111925,28.645021284836922,2
28.86781570053625,6.151778803518866,8.624661542462244,6.997723338061147,0.1,0
17.474418274528652,21.739225077852687,8.135199504303623,3.4908715502206715,11.375955647812999,1
8.806965897291315,34.337897179199544,10.9619468084653,10.572413185710037,18.3326155601503,2
14.729175058207593,25.700856816504825,13.161582393845286,4.816215806861331,16.742160276608395,2
29.42155431860041,10.777317024940563,5.35925607455427,2.3709234390844522,0.1,0
26.54069736460826,4.467769404272585,9.73200526756158,7.607903610458691,1.8554282128327455,0
13.346009487338923,29.15485455993745,17.30967791160887,6.764617594496303,21.34142342940676,2
7.751150374013841,37.40154132132681,11.718585587744181,9.85560638328916,29.434851586438903,2
20.28622295003731,23.81351849585136,9.564022101457812,7.470249945415727,6.876828939527925,1
8.576546681770633,15.073597887566386,3.8556825152410648,4.861309830546376,11.191813886712731,1
4.928327408936977,34.26768805868568,16.785440664551466,3.324477393799204,20.095817698277962,2
8.261290352809322,34.76706421268357,4.724929982890158,5.848262754146808,11.171327181617778,1
18.553653644940198,10.596791038503568,10.53245914833547,3.8082776532204985,9.185670042182505,0
0.6681167360068221,39.30810210927041,13.204623257738046,9.810161129820363,20.625065780481314,2
17.957880705564186,7.178785491703511,8.086499139073236,1.3828648965244852,0.1,0
32.25783674121085,6.191353722715142,11.7312576632565,4.323816820900746,0.6894831413475231,0
15.082518223029089,19.253570427869043,4.019089110448829,6.708306403632878,10.031204865778232,1
31.54108388952108,8.690399054566392,7.5475021910591575,2.128914694699935,4.044227542806929,0
22.695237866323893,18.038738630028767,9.559534074104493,5.573647904268736,8.020353041834353,0
28.216510276169025,10.719173710573237,16.33678554400537,9.831977509371605,2.3363589487820593,0
28.892968625150317,10.052458381965478,16.303543137346303,0.8246253048001462,0.5033976028630497,0
17.375881883195262,11.27381858798642,11.833360404685644,4.549606945753656,6.424399826304527,1
19.386057528296853,20.562604900557986,9.660135613177264,3.7322310867095427,6.21951825770628,0
20.64768207173024,10.118100854992779,8.035447636431869,3.894030843249926,3.524551716114096,0
14.066153815073834,23.134940988578848,5.938838311102412,2.5141949529870704,15.274324234255856,1
18.586982517745643,16.76907799657479,3.5067724033235854,3.3190800700167444,15.045846584222343,1
19.295205590618266,14.722207269146757,0.6307859200764261,1.1435265654933957,5.528504745806703,1
8.763891381286465,30.649076840179475,18.913726393317436,13.777102218028848,25.87418387398099,2
11.16572567674482,51.60159724722442,11.00399779197141,7.27199806634713,23.888573299795745,2
15.273235176094246,19.05829713484228,4.398848244572363,4.996866964675467,16.12865899361423,1
13.143005318911342,22.35993307155462,10.342306008771125,4.567149997580335,17.67956819370821,1
13.522679208659198,32.55721504426288,9.192728026129819,5.3902687555482505,19.69101717474311,2
15.710205290004085,14.398797612350272,9.614940842647778,10.34206434304923,4.723031088566242,0
7.516491243570859,35.10967196403724,16.68338107701196,1.93759662451443,18.436203593785038,2
24.29219504368691,0.13211604203248628,17.457855378654795,5.358397424233533,3.2950856019386605,0
6.600118611203322,33.5233521121888,13.10380862265232,6.359124536360097,27.546404714341396,2
13.275376022480371,31.197441665272823,7.470899356751907,4.407561417538748,4.328966410207702,1
19.6387067870642,4.1736282216057115,9.124122812311294,7.580521532277574,3.7953436791697586,0
21.148705693263302,0.6746099791321738,12.28956083583191,6.122758163601717,1.990727116213961,0
27.594239767187503,10.378706896540274,11.336169515940421,9.35223256905516,5.261480364486641,0
24.856689622435994,10.580180455599615,13.351154702234167,0.1,2.9319681173432004,0
18.567759184664162,2.5732660436132004,12.74956285017012,1.5386924355976772,2.5807640202081847,0
24.69190093949092,8.135175840889577,10.112218290828737,5.573264023684555,5.7932381648415525,0
8.151370080262923,40.03018698336647,11.394872186492899,10.835203740521084,25.15473820235184,2
17.924332599057866,15.185602080548398,9.116425744154576,7.736760508901032,3.8874703629445095,0
9.206320697798619,36.27302198795243,6.921062347271993,3.786505639956167,19.146969215328568,2
7.967988884870585,34.586076182848764,4.9152621776712095,2.6701053221023616,10.864513615517495,1
11.98634671881936,26.728207440244383,8.36381133823597,6.742894707762649,17.192558320381824,2
12.265900976350043,21.92258810596064,5.520394491794109,6.521405127919923,13.627878528786868,1
24.107317626136656,11.08577555702119,7.583119429153503,2.8380803921645184,2.9435801825079304,0
4.139672630025869,42.31057561143523,12.660822081272222,2.568480799358464,16.015788979244256,2
13.015377527332458,24.910428620707325,3.2592647208700005,1.4509701979717564,9.075581409657108,1
14.679127293836252,16.82050370444919,0.7372781256325189,0.12434162710871677,10.9023612464939,1
19.229199724112338,15.89246284556992,9.715767204657475,5.382556655111588,7.402579771044227,0
9.346646967661036,33.255140178095274,19.955861276555908,3.150595109828479,22.496233737247195,2
8.643183628107872,18.704578460677713,7.952464475511207,8.124660973714324,7.044793224477484,1
5.335655415772735,28.043765516818922,9.191647611136887,8.494721708687498,10.922602873658882,2
14.0179723747068,20.780929973192194,5.279165679169239,6.392372524504176,12.73251534352359,1
5.822875002475996,32.3247703291372,12.574315358523705,6.957863558612805,21.128648975827925,2
1.9932005872572096,37.02187315359734,13.939769837405583,7.879451352843587,25.581999583250578,2
23.31190020577364,15.240832330323592,8.20250330120753,4.388776231119955,7.535859168696061,0
7.126011998730514,48.76556301715509,8.173854900779514,6.326373313336136,17.332477149068765,2
10.411703981289955,32.13294163096272,2.857936615136094,9.952639319138822,4.8133982361512455,1
11.623426382755893,18.11929864708255,9.902319587123117,3.6238960746624005,9.22793164970595,1
15.688110117263916,14.056141319718567,9.085542873940486,0.1,6.138654965566367,0
15.379526868185796,23.10179224659312,8.024515215793768,4.476227185403572,11.402973054398739,1
10.608234421523155,16.85370766396759,12.075354580378077,7.490032627792227,17.169530892740177,1
6.160502606550201,30.793818921129052,17.208523812374736,7.133796137279734,21.668240413845357,2
3.5757804660660897,47.35656459183815,11.546935230709012,7.522670290164743,27.582787502606195,2
4.7907914571512595,29.745930459134094,14.189177402262315,6.567326908705802,21.347720211468804,2
4.294061382279649,39.61298503557002,14.007953850014818,1.1752823436782471,25.4383363679981,2
4.777686863073282,27.488083990448914,10.041099372566917,9.639521415912986,10.80550200403954,2
9.714604110756254,32.34485226088623,15.505040960213268,8.451520523128094,29.19699502010185,2
5.858552897677994,35.72136207257629,5.565335107894597,6.311314323684959,12.661905427670753,2
33.89665132796762,8.230036562520437,10.980615222008966,5.941541325601678,0.9000369036537852,0
22.413405356757522,16.035324661176713,8.559061419495782,0.9324623872270643,10.992412464199251,1
30.443067501822846,13.884186754453998,11.389599104344413,3.3407644178727818,4.635245177005789,0
7.46764661143734,35.02517905244062,11.239501270934275,5.644303357863464,21.315604087979825,2
33.56852472929601,4.641639829353646,7.543778317983315,5.36870292117696,4.45699274654007,0
15.26585862965278,28.244308251511313,2.692909765489,1.3273277907784429,5.020282287697364,1
15.704909808373227,8.640604366654273,6.610265333260808,6.117964296079073,2.083500217847718,0
12.738791511566824,40.79704153835553,10.431507630465763,8.930377638885917,25.38218877282593,2
